Ticker,Fast Period,Slow Period,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Profit Percentage,Buy Prices,Sell Prices
NATCOPHARM,20,40,2,1,1,351789,351.79,"39.06999969482422, 896.3499755859375","515.0499877929688, 537.9500122070312"
NATHBIOGEN,10,30,2,1,1,32478,32.48,"148.5, 327.6000061035156","355.70001220703125, 213.35000610351562"
NATHBIOGEN,10,35,1,0,1,-7102,-7.1,264.3999938964844,205.8000030517578
NATHBIOGEN,10,40,0,0,0,0,0.0,,
NATHBIOGEN,15,30,2,1,1,20063,20.06,"162.35000610351562, 264.3999938964844","325.75, 188.4499969482422"
NATHBIOGEN,15,35,1,1,0,35926,35.93,162.35000610351562,345.54998779296875
NATHBIOGEN,15,40,0,0,0,0,0.0,,
NATHBIOGEN,20,30,2,1,1,5964,5.96,"220.75, 257.5","315.6499938964844, 205.8000030517578"
NATHBIOGEN,20,35,1,1,0,13905,13.91,220.75,315.95001220703125
NATHBIOGEN,20,40,0,0,0,0,0.0,,
NATIONALUM,10,30,4,2,2,-17635,-17.63,"95.0625, 56.5, 65.30000305175781, 73.80000305175781","63.79999923706055, 38.5, 65.80000305175781, 78.4000015258789"
NATIONALUM,10,35,3,0,3,-24155,-24.16,"104.4749984741211, 57.650001525878906, 57.099998474121094","64.0, 38.5, 50.54999923706055"
NATIONALUM,10,40,3,0,3,-26148,-26.15,"104.4749984741211, 57.29999923706055, 57.099998474121094","64.0, 35.150001525878906, 51.79999923706055"
NATIONALUM,15,30,4,0,4,-38146,-38.15,"106.42500305175781, 60.599998474121094, 75.05000305175781, 93.5","61.79999923706055, 34.5, 50.54999923706055, 82.05000305175781"
NATIONALUM,15,35,4,1,3,-33411,-33.41,"103.92500305175781, 53.650001525878906, 68.94999694824219, 93.5","52.79999923706055, 32.900001525878906, 51.79999923706055, 94.1500015258789"
NATIONALUM,15,40,3,0,3,-30229,-30.23,"102.0374984741211, 45.29999923706055, 65.30000305175781","50.900001525878906, 32.900001525878906, 49.400001525878906"
NATIONALUM,20,30,4,1,3,-21113,-21.11,"99.73750305175781, 47.95000076293945, 68.80000305175781, 90.75","52.79999923706055, 46.150001525878906, 50.54999923706055, 97.19999694824219"
NATIONALUM,20,35,4,0,4,-24262,-24.26,"100.32499694824219, 46.650001525878906, 68.80000305175781, 93.4000015258789","57.20000076293945, 43.0, 49.400001525878906, 92.0"
NATIONALUM,20,40,3,0,3,-28948,-28.95,"99.73750305175781, 48.45000076293945, 76.5","54.45000076293945, 46.599998474121094, 41.650001525878906"
NAUKRI,10,30,3,3,0,139982,139.98,"238.3874969482422, 446.0, 897.5999755859375","298.75, 901.9500122070312, 3921.699951171875"
NAUKRI,10,35,2,2,0,251946,251.95,"217.78750610351562, 446.0","298.75, 3993.60009765625"
NAUKRI,10,40,1,1,0,436234,436.23,238.3874969482422,3670.949951171875
NAUKRI,15,30,4,3,1,129901,129.9,"224.125, 446.0, 897.5999755859375, 914.0999755859375","298.75, 901.9500122070312, 856.8499755859375, 3670.949951171875"
NAUKRI,15,35,2,2,0,246936,246.94,"255.8874969482422, 386.8500061035156","317.29998779296875, 3491.699951171875"
NAUKRI,15,40,1,1,0,408652,408.65,255.8874969482422,3723.550048828125
NAUKRI,20,30,3,3,0,151831,151.83,"255.8874969482422, 317.29998779296875, 914.0999755859375","315.1000061035156, 897.5999755859375, 3776.199951171875"
NAUKRI,20,35,1,1,0,330440,330.44,340.17498779296875,4073.85009765625
NAUKRI,20,40,1,1,0,400487,400.49,318.1000061035156,4587.10009765625
NAVA,10,30,3,0,3,-24353,-24.35,"187.8000030517578, 113.0250015258789, 132.3000030517578","115.5999984741211, 75.25, 120.69999694824219"
NAVA,10,35,3,0,3,-29109,-29.11,"200.1999969482422, 113.0250015258789, 119.3499984741211","105.07499694824219, 75.25, 101.3499984741211"
NAVA,10,40,3,0,3,-21934,-21.93,"170.4499969482422, 101.44999694824219, 119.3499984741211","115.25, 75.25, 103.25"
NAVA,15,30,3,0,3,-24624,-24.62,"205.60000610351562, 106.9749984741211, 125.19999694824219","115.25, 82.0, 103.25"
NAVA,15,35,2,0,2,-15453,-15.45,"106.9749984741211, 136.1999969482422","82.0, 101.9000015258789"
NAVA,15,40,2,0,2,-17514,-17.51,"108.5, 136.1999969482422","82.0, 94.80000305175781"
NAVA,20,30,2,0,2,-12481,-12.48,"108.5, 113.4000015258789","80.6500015258789, 94.80000305175781"
NAVA,20,35,2,0,2,-10659,-10.66,"97.7750015258789, 112.5999984741211","80.6500015258789, 94.0999984741211"
NAVA,20,40,2,0,2,-13341,-13.34,"104.19999694824219, 110.55000305175781","80.6500015258789, 89.5"
NAVINFLUOR,10,30,3,2,1,207230,207.23,"66.6500015258789, 122.61000061035156, 871.9500122070312","46.4900016784668, 707.0, 3021.10009765625"
NAVINFLUOR,10,35,1,1,0,708112,708.11,122.61000061035156,3021.10009765625
NAVINFLUOR,10,40,1,1,0,742004,742.0,122.61000061035156,3114.300048828125
NAVINFLUOR,15,30,3,2,1,179550,179.55,"66.16000366210938, 119.76000213623047, 1006.9500122070312","47.439998626708984, 622.7999877929688, 3114.300048828125"
NAVINFLUOR,15,35,2,1,1,813410,813.41,"57.75, 119.76000213623047","37.400001525878906, 3419.25"
NAVINFLUOR,15,40,0,0,0,0,0.0,,
NAVINFLUOR,20,30,3,2,1,202924,202.92,"57.2400016784668, 128.77000427246094, 1430.199951171875","32.15999984741211, 897.5, 3187.39990234375"
NAVINFLUOR,20,35,1,0,1,-13942,-13.94,60.810001373291016,32.15999984741211
NAVINFLUOR,20,40,1,0,1,-13530,-13.53,56.439998626708984,32.15999984741211
NAVKARCORP,10,30,0,0,0,0,0.0,,
NAVKARCORP,10,35,0,0,0,0,0.0,,
NAVKARCORP,10,40,0,0,0,0,0.0,,
NAVKARCORP,15,30,0,0,0,0,0.0,,
NAVKARCORP,15,35,0,0,0,0,0.0,,
NAVKARCORP,15,40,0,0,0,0,0.0,,
NAVKARCORP,20,30,0,0,0,0,0.0,,
NAVKARCORP,20,35,0,0,0,0,0.0,,
NAVKARCORP,20,40,0,0,0,0,0.0,,
NAVNETEDUL,10,30,4,3,1,17076,17.08,"41.54999923706055, 56.75, 80.4000015258789, 110.69999694824219","56.29999923706055, 54.54999923706055, 98.19999694824219, 112.19999694824219"
NAVNETEDUL,10,35,3,2,1,17617,17.62,"37.900001525878906, 65.1500015258789, 80.4000015258789","54.0, 54.54999923706055, 105.25"
NAVNETEDUL,10,40,2,2,0,23136,23.14,"38.849998474121094, 80.4000015258789","54.54999923706055, 105.5999984741211"
NAVNETEDUL,15,30,4,3,1,6401,6.4,"51.20000076293945, 59.599998474121094, 75.5, 144.1999969482422","58.150001525878906, 60.04999923706055, 99.9000015258789, 105.5999984741211"
NAVNETEDUL,15,35,2,2,0,22952,22.95,"46.5, 80.4000015258789","65.1500015258789, 106.25"
NAVNETEDUL,15,40,2,2,0,12915,12.92,"46.5, 80.4000015258789","52.900001525878906, 104.3499984741211"
NAVNETEDUL,20,30,3,2,1,30323,30.32,"49.25, 54.79999923706055, 162.4499969482422","64.4000015258789, 108.9000015258789, 104.3499984741211"
NAVNETEDUL,20,35,2,2,0,16949,16.95,"50.400001525878906, 75.5","56.75, 111.0999984741211"
NAVNETEDUL,20,40,2,2,0,17522,17.52,"48.75, 75.5","58.95000076293945, 106.0"
NAZARA,10,30,0,0,0,0,0.0,,
NAZARA,10,35,1,0,1,-1375,-1.38,671.4500122070312,641.25
NAZARA,15,30,0,0,0,0,0.0,,
NAZARA,15,35,0,0,0,0,0.0,,
NAZARA,20,30,0,0,0,0,0.0,,
NAZARA,20,35,0,0,0,0,0.0,,
NBCC,10,30,1,0,1,-11077,-11.08,51.45000076293945,32.45000076293945
NBCC,10,35,1,0,1,-980,-0.98,44.349998474121094,42.54999923706055
NBCC,10,40,1,0,1,-3727,-3.73,48.70000076293945,42.54999923706055
NBCC,15,30,1,0,1,-7392,-7.39,48.70000076293945,36.599998474121094
NBCC,15,35,1,0,1,-5282,-5.28,40.29999923706055,35.45000076293945
NBCC,15,40,0,0,0,0,0.0,,
NBCC,20,30,1,0,1,-7205,-7.2,46.0,35.45000076293945
NBCC,20,35,1,1,0,888,0.89,38.849998474121094,39.599998474121094
NBCC,20,40,0,0,0,0,0.0,,
NBIFIN,10,30,1,1,0,342,0.34,1725.5999755859375,1705.0999755859375
NBIFIN,10,35,1,0,1,-1924,-1.92,1790.699951171875,1621.1500244140625
NBIFIN,10,40,0,0,0,0,0.0,,
NBIFIN,15,30,1,0,1,-722,-0.72,1539.199951171875,1553.0999755859375
NBIFIN,15,35,1,1,0,543,0.54,1535.6500244140625,1594.3499755859375
NBIFIN,15,40,1,0,1,-831,-0.83,1609.9000244140625,1452.300048828125
NBIFIN,20,30,1,0,1,-1300,-1.3,1609.9000244140625,1452.9000244140625
NBIFIN,20,35,1,0,1,-1249,-1.25,1598.5999755859375,1487.5999755859375
NBIFIN,20,40,1,0,1,-1473,-1.47,1638.800048828125,1460.8499755859375
NCC,10,30,2,1,1,7324,7.32,"117.75874328613281, 44.802181243896484","52.51403045654297, 79.55000305175781"
NCC,10,35,2,1,1,11543,11.54,"115.34113311767578, 44.802181243896484","52.51403045654297, 85.5999984741211"
NCC,10,40,2,1,1,16769,16.77,"115.34113311767578, 42.13975524902344","61.756011962890625, 85.5999984741211"
NCC,15,30,3,2,1,16247,16.25,"115.34113311767578, 38.900001525878906, 95.44999694824219","44.58796310424805, 81.94999694824219, 97.75"
NCC,15,35,2,1,1,26259,26.26,"94.56198120117188, 38.900001525878906","33.02018737792969, 97.44999694824219"
NCC,15,40,2,1,1,-12503,-12.5,"86.11566925048828, 59.650001525878906","33.02018737792969, 73.1500015258789"
NCC,20,30,3,1,2,-16687,-16.69,"94.56198120117188, 59.650001525878906, 82.94999694824219","36.93731689453125, 81.94999694824219, 54.900001525878906"
NCC,20,35,2,0,2,-26068,-26.07,"79.9033432006836, 67.1500015258789","22.73771858215332, 55.04999923706055"
NCC,20,40,2,0,2,-23709,-23.71,"61.756011962890625, 67.1500015258789","20.473127365112305, 57.79999923706055"
NCLIND,10,30,4,1,3,47609,47.61,"34.95000076293945, 41.79999923706055, 39.849998474121094, 170.35000610351562","26.600000381469727, 24.950000762939453, 126.75, 163.14999389648438"
NCLIND,10,35,3,2,1,69020,69.02,"41.79999923706055, 39.150001525878906, 171.89999389648438","24.950000762939453, 135.60000610351562, 199.89999389648438"
NCLIND,10,40,2,1,1,67202,67.2,"34.900001525878906, 39.150001525878906","24.950000762939453, 135.60000610351562"
NCLIND,15,30,4,1,3,29226,29.23,"33.849998474121094, 49.400001525878906, 44.150001525878906, 207.10000610351562","31.850000381469727, 19.450000762939453, 123.30000305175781, 169.1999969482422"
NCLIND,15,35,3,1,2,48616,48.62,"44.650001525878906, 45.150001525878906, 207.10000610351562","19.450000762939453, 143.9499969482422, 199.89999389648438"
NCLIND,15,40,2,1,1,39813,39.81,"48.95000076293945, 48.900001525878906","19.450000762939453, 143.25"
NCLIND,20,30,4,2,2,41987,41.99,"32.349998474121094, 41.0, 48.900001525878906, 255.9499969482422","36.25, 23.25, 153.0, 191.1999969482422"
NCLIND,20,35,4,2,2,21032,21.03,"31.100000381469727, 41.099998474121094, 59.04999923706055, 255.9499969482422","36.54999923706055, 21.299999237060547, 133.25, 192.6999969482422"
NCLIND,20,40,3,1,2,-10601,-10.6,"36.54999923706055, 48.95000076293945, 79.9000015258789","32.25, 21.299999237060547, 106.9000015258789"
NDGL,10,30,0,0,0,0,0.0,,
NDGL,10,35,0,0,0,0,0.0,,
NDGL,10,40,0,0,0,0,0.0,,
NDGL,15,30,0,0,0,0,0.0,,
NDGL,15,35,0,0,0,0,0.0,,
NDGL,15,40,0,0,0,0,0.0,,
NDGL,20,30,0,0,0,0,0.0,,
NDGL,20,35,0,0,0,0,0.0,,
NDGL,20,40,0,0,0,0,0.0,,
NDL,10,30,3,2,1,39069,39.07,"6.5, 9.866665840148926, 25.433332443237305","7.0833330154418945, 24.53333282470703, 15.699999809265137"
NDL,10,35,3,1,2,33671,33.67,"7.8333330154418945, 9.866665840148926, 26.700000762939453","7.0833330154418945, 24.53333282470703, 19.899999618530273"
NDL,10,40,3,1,2,38273,38.27,"8.5, 9.866665840148926, 22.78333282470703","7.800000190734863, 24.683332443237305, 19.0"
NDL,15,30,3,1,2,60935,60.94,"7.166666030883789, 6.733333110809326, 26.700000762939453","6.666666030883789, 23.75, 19.0"
NDL,15,35,3,1,2,56725,56.72,"7.8333330154418945, 7.800000190734863, 22.78333282470703","7.483333110809326, 24.683332443237305, 21.100000381469727"
NDL,15,40,2,1,1,45956,45.96,"8.5, 26.399999618530273","23.75, 22.549999237060547"
NDL,20,30,5,2,3,87044,87.04,"7.8333330154418945, 8.25, 9.616665840148926, 44.633331298828125, 26.399999618530273","7.800000190734863, 8.600000381469727, 40.75, 30.633333206176758, 22.549999237060547"
NDL,20,35,3,1,2,59859,59.86,"7.8333330154418945, 9.616665840148926, 30.216665267944336","7.800000190734863, 30.633333206176758, 30.100000381469727"
NDL,20,40,3,2,1,43908,43.91,"8.5, 9.616665840148926, 39.883331298828125","8.600000381469727, 24.683332443237305, 30.25"
NDRAUTO,10,30,0,0,0,0,0.0,,
NDRAUTO,10,35,0,0,0,0,0.0,,
NDRAUTO,10,40,0,0,0,0,0.0,,
NDRAUTO,15,30,0,0,0,0,0.0,,
NDRAUTO,15,35,0,0,0,0,0.0,,
NDRAUTO,15,40,0,0,0,0,0.0,,
NDRAUTO,20,30,0,0,0,0,0.0,,
NDRAUTO,20,35,0,0,0,0,0.0,,
NDRAUTO,20,40,0,0,0,0,0.0,,
NDTV,10,30,2,2,0,165250,165.25,"56.70000076293945, 39.599998474121094","97.69999694824219, 229.60000610351562"
NDTV,10,35,1,1,0,3105,3.11,83.3499984741211,93.8499984741211
NDTV,10,40,1,0,1,-872,-0.87,87.55000305175781,86.94999694824219
NDTV,15,30,2,2,0,104406,104.41,"83.3499984741211, 47.79999923706055","86.94999694824219, 210.5500030517578"
NDTV,15,35,1,1,0,444,0.44,84.3499984741211,85.19999694824219
NDTV,15,40,1,1,0,682,0.68,83.5,84.5999984741211
NDTV,20,30,2,0,2,-1774,-1.77,"71.05000305175781, 84.3499984741211","68.44999694824219, 82.9000015258789"
NDTV,20,35,1,0,1,-3637,-3.64,80.3499984741211,70.19999694824219
NDTV,20,40,1,0,1,-4332,-4.33,82.3499984741211,70.19999694824219
NECCLTD,10,30,1,1,0,50575,50.57,8.562492370605469,23.0
NECCLTD,10,35,0,0,0,0,0.0,,
NECCLTD,10,40,0,0,0,0,0.0,,
NECCLTD,15,30,0,0,0,0,0.0,,
NECCLTD,15,35,0,0,0,0,0.0,,
NECCLTD,15,40,0,0,0,0,0.0,,
NECCLTD,20,30,1,1,0,50519,50.52,9.534449577331543,24.799999237060547
NECCLTD,20,35,0,0,0,0,0.0,,
NECCLTD,20,40,0,0,0,0,0.0,,
NECLIFE,10,30,3,1,2,-7399,-7.4,"34.599998474121094, 29.5, 23.899999618530273","23.950000762939453, 34.900001525878906, 21.0"
NECLIFE,10,35,3,1,2,-10164,-10.16,"34.599998474121094, 29.5, 20.5","18.700000762939453, 34.70000076293945, 20.25"
NECLIFE,10,40,3,1,2,-5880,-5.88,"32.54999923706055, 29.5, 20.100000381469727","23.950000762939453, 35.70000076293945, 17.25"
NECLIFE,15,30,4,1,3,-15377,-15.38,"24.774999618530273, 41.599998474121094, 36.79999923706055, 20.100000381469727","18.799999237060547, 21.25, 36.599998474121094, 24.549999237060547"
NECLIFE,15,35,3,0,3,-26128,-26.13,"41.599998474121094, 36.79999923706055, 24.950000762939453","21.649999618530273, 35.099998474121094, 15.949999809265137"
NECLIFE,15,40,3,0,3,-29009,-29.01,"36.349998474121094, 36.79999923706055, 31.049999237060547","21.649999618530273, 32.04999923706055, 18.299999237060547"
NECLIFE,20,30,4,0,4,-35644,-35.64,"25.420000076293945, 35.04999923706055, 38.5, 24.950000762939453","22.450000762939453, 16.549999237060547, 30.950000762939453, 15.949999809265137"
NECLIFE,20,35,3,0,3,-33283,-33.28,"35.04999923706055, 38.5, 40.29999923706055","21.149999618530273, 30.950000762939453, 18.299999237060547"
NECLIFE,20,40,2,0,2,-21228,-21.23,"37.45000076293945, 35.20000076293945","26.399999618530273, 20.5"
NELCAST,10,30,2,2,0,48516,48.52,"14.550000190734863, 28.950000762939453","20.0, 62.29999923706055"
NELCAST,10,35,2,2,0,25753,25.75,"15.079999923706055, 28.950000762939453","16.25, 51.400001525878906"
NELCAST,10,40,2,1,1,3875,3.88,"20.389999389648438, 28.950000762939453","16.5, 36.599998474121094"
NELCAST,15,30,2,2,0,11274,11.27,"14.699999809265137, 30.950000762939453","16.5, 36.599998474121094"
NELCAST,15,35,2,1,1,-1996,-2.0,"20.389999389648438, 33.75","15.449999809265137, 39.79999923706055"
NELCAST,15,40,2,1,1,-846,-0.85,"18.93000030517578, 33.75","15.399999618530273, 39.79999923706055"
NELCAST,20,30,2,1,1,-3983,-3.98,"20.389999389648438, 36.54999923706055","15.600000381469727, 39.79999923706055"
NELCAST,20,35,2,1,1,6169,6.17,"18.93000030517578, 35.95000076293945","17.700000762939453, 44.79999923706055"
NELCAST,20,40,2,2,0,13066,13.07,"16.420000076293945, 35.95000076293945","17.700000762939453, 48.20000076293945"
NELCO,10,30,3,2,1,16169,16.17,"147.8000030517578, 57.650001525878906, 103.5","56.95000076293945, 86.4000015258789, 174.89999389648438"
NELCO,10,35,3,2,1,14522,14.52,"147.8000030517578, 57.650001525878906, 97.80000305175781","55.29999923706055, 78.69999694824219, 176.89999389648438"
NELCO,10,40,2,1,1,21166,21.17,"147.8000030517578, 87.75","53.599998474121094, 203.9499969482422"
NELCO,15,30,4,2,2,16851,16.85,"66.0, 113.44999694824219, 96.5, 512.9000244140625","35.04999923706055, 53.599998474121094, 194.6999969482422, 793.7999877929688"
NELCO,15,35,2,1,1,15133,15.13,"117.5, 96.5","42.349998474121094, 203.9499969482422"
NELCO,15,40,2,1,1,11264,11.26,"117.5, 96.5","53.650001525878906, 181.5500030517578"
NELCO,20,30,4,1,3,45,0.05,"66.75, 112.19999694824219, 92.94999694824219, 742.2999877929688","26.450000762939453, 42.349998474121094, 207.35000610351562, 718.4500122070312"
NELCO,20,35,2,1,1,21938,21.94,"116.4000015258789, 81.4000015258789","53.849998474121094, 181.5500030517578"
NELCO,20,40,2,1,1,25544,25.54,"112.80000305175781, 81.4000015258789","48.150001525878906, 196.0500030517578"
NEOGEN,10,30,0,0,0,0,0.0,,
NEOGEN,10,35,0,0,0,0,0.0,,
NEOGEN,10,40,0,0,0,0,0.0,,
NEOGEN,15,30,0,0,0,0,0.0,,
NEOGEN,15,35,0,0,0,0,0.0,,
NEOGEN,15,40,0,0,0,0,0.0,,
NEOGEN,20,30,0,0,0,0,0.0,,
NEOGEN,20,35,0,0,0,0,0.0,,
NEOGEN,20,40,0,0,0,0,0.0,,
NESCO,10,30,1,0,1,-891,-0.89,555.4000244140625,543.5999755859375
NESCO,10,35,1,0,1,-2142,-2.14,585.7999877929688,543.5999755859375
NESCO,10,40,0,0,0,0,0.0,,
NESCO,15,30,2,0,2,-13028,-13.03,"755.0499877929688, 607.5999755859375","497.6000061035156, 553.9500122070312"
NESCO,15,35,1,0,1,-9904,-9.9,755.0499877929688,497.6000061035156
NESCO,15,40,0,0,0,0,0.0,,
NESCO,20,30,2,2,0,112767,112.77,"134.41000366210938, 437.5","585.7999877929688, 572.5999755859375"
NESCO,20,35,2,1,1,3644,3.64,"720.7999877929688, 430.79998779296875","489.1499938964844, 607.5999755859375"
NESCO,20,40,0,0,0,0,0.0,,
NESTLEIND,10,30,1,1,0,13640,13.64,424.385009765625,609.7349853515625
NESTLEIND,10,35,0,0,0,0,0.0,,
NESTLEIND,10,40,0,0,0,0,0.0,,
NESTLEIND,15,30,1,1,0,16713,16.71,409.4849853515625,643.2849731445312
NESTLEIND,15,35,0,0,0,0,0.0,,
NESTLEIND,15,40,0,0,0,0,0.0,,
NESTLEIND,20,30,1,1,0,10753,10.75,441.32000732421875,602.8350219726562
NESTLEIND,20,35,1,1,0,12403,12.4,467.4150085449219,668.0650024414062
NESTLEIND,20,40,0,0,0,0,0.0,,
NETWORK18,10,30,4,1,3,-16669,-16.67,"149.55690002441406, 61.25, 55.0, 36.25","43.16439437866211, 40.650001525878906, 40.79999923706055, 62.79999923706055"
NETWORK18,10,35,5,1,4,-21973,-21.97,"512.6456298828125, 155.28228759765625, 51.900001525878906, 55.0, 37.5","320.9200439453125, 43.16439437866211, 41.849998474121094, 36.54999923706055, 68.19999694824219"
NETWORK18,10,40,3,0,3,-35340,-35.34,"160.4102325439453, 51.0, 60.95000076293945","43.16439437866211, 44.75, 40.79999923706055"
NETWORK18,15,30,4,1,3,-8333,-8.33,"155.28228759765625, 51.900001525878906, 55.849998474121094, 36.400001525878906","40.7746696472168, 41.849998474121094, 35.5, 68.3499984741211"
NETWORK18,15,35,3,0,3,-32677,-32.68,"148.312255859375, 47.0, 50.650001525878906","40.7746696472168, 44.75, 35.5"
NETWORK18,15,40,3,0,3,-44353,-44.35,"160.4102325439453, 56.70000076293945, 59.849998474121094","40.7746696472168, 37.79999923706055, 35.5"
NETWORK18,20,30,4,1,3,-11875,-11.87,"155.28228759765625, 61.25, 59.849998474121094, 40.599998474121094","36.5926513671875, 46.0, 27.200000762939453, 86.55000305175781"
NETWORK18,20,35,3,0,3,-41288,-41.29,"133.2271270751953, 51.0, 46.04999923706055","36.5926513671875, 37.79999923706055, 27.200000762939453"
NETWORK18,20,40,3,0,3,-51585,-51.59,"133.02798461914062, 67.25, 43.5","37.8870849609375, 35.650001525878906, 21.25"
NEULANDLAB,10,30,2,2,0,105852,105.85,"159.11727905273438, 1197.199951171875","707.9000244140625, 1270.25"
NEULANDLAB,10,35,2,2,0,111855,111.85,"159.11727905273438, 1197.199951171875","707.9000244140625, 1487.800048828125"
NEULANDLAB,10,40,1,1,0,98355,98.36,149.89515686035156,640.4000244140625
NEULANDLAB,15,30,4,2,2,234580,234.58,"103.44065856933594, 73.73250579833984, 91.21768188476562, 1031.300048828125","89.49686431884766, 70.29827117919922, 779.75, 1487.800048828125"
NEULANDLAB,15,35,2,2,0,171835,171.83,"123.99679565429688, 1095.300048828125","779.75, 1613.5999755859375"
NEULANDLAB,15,40,1,1,0,135470,135.47,123.99679565429688,686.2999877929688
NEULANDLAB,20,30,3,3,0,134183,134.18,"70.28874206542969, 88.73296356201172, 1289.25","75.64043426513672, 479.25, 1481.1500244140625"
NEULANDLAB,20,35,2,2,0,50666,50.67,"224.7710723876953, 1289.25","458.3500061035156, 2139.14990234375"
NEULANDLAB,20,40,1,1,0,115328,115.33,94.61027526855469,458.3500061035156
NEWGEN,10,30,1,1,0,4631,4.63,157.5,180.10000610351562
NEWGEN,10,35,1,1,0,13086,13.09,157.5,219.02499389648438
NEWGEN,10,40,0,0,0,0,0.0,,
NEWGEN,15,30,1,0,1,-9118,-9.12,318.79998779296875,225.35000610351562
NEWGEN,15,35,0,0,0,0,0.0,,
NEWGEN,15,40,0,0,0,0,0.0,,
NEWGEN,20,30,1,1,0,14574,14.57,284.875,426.29998779296875
NEWGEN,20,35,0,0,0,0,0.0,,
NEWGEN,20,40,0,0,0,0,0.0,,
NFL,10,30,3,3,0,12749,12.75,"51.95000076293945, 24.450000762939453, 34.900001525878906","69.05000305175781, 24.899999618530273, 36.20000076293945"
NFL,10,35,1,0,1,-88,-0.09,34.04999923706055,34.150001525878906
NFL,10,40,1,1,0,582,0.58,33.45000076293945,34.150001525878906
NFL,15,30,3,1,2,-19214,-19.21,"119.69999694824219, 27.549999237060547, 51.5","83.19999694824219, 26.850000381469727, 34.150001525878906"
NFL,15,35,2,0,2,-8282,-8.28,"124.8499984741211, 35.20000076293945","90.3499984741211, 35.20000076293945"
NFL,15,40,1,0,1,-258,-0.26,34.900001525878906,35.20000076293945
NFL,20,30,3,1,2,-15996,-16.0,"109.05000305175781, 24.450000762939453, 77.5999984741211","71.5, 32.849998474121094, 33.5"
NFL,20,35,2,1,1,-11822,-11.82,"29.100000381469727, 77.5999984741211","33.45000076293945, 35.20000076293945"
NFL,20,40,1,0,1,-6838,-6.84,51.5,39.04999923706055
NH,10,30,0,0,0,0,0.0,,
NH,10,35,0,0,0,0,0.0,,
NH,10,40,0,0,0,0,0.0,,
NH,15,30,0,0,0,0,0.0,,
NH,15,35,0,0,0,0,0.0,,
NH,15,40,0,0,0,0,0.0,,
NH,20,30,0,0,0,0,0.0,,
NH,20,35,0,0,0,0,0.0,,
NH,20,40,0,0,0,0,0.0,,
NHPC,10,30,3,2,1,-1102,-1.1,"18.450000762939453, 21.649999618530273, 25.200000762939453","19.549999237060547, 19.75, 25.350000381469727"
NHPC,10,35,2,1,1,-1438,-1.44,"21.649999618530273, 23.299999237060547","19.75, 24.350000381469727"
NHPC,10,40,2,2,0,1242,1.24,"20.649999618530273, 25.200000762939453","20.149999618530273, 25.950000762939453"
NHPC,15,30,3,0,3,-10817,-10.82,"19.549999237060547, 19.75, 28.149999618530273","18.0, 18.149999618530273, 22.600000381469727"
NHPC,15,35,2,1,1,3484,3.48,"19.25, 20.649999618530273","16.450000762939453, 25.950000762939453"
NHPC,15,40,2,0,2,-8837,-8.84,"21.25, 25.200000762939453","16.549999237060547, 22.950000762939453"
NHPC,20,30,3,2,1,663,0.66,"19.100000381469727, 18.899999618530273, 28.049999237060547","19.450000762939453, 20.100000381469727, 26.0"
NHPC,20,35,2,1,1,-2394,-2.39,"26.399999618530273, 19.299999237060547","19.450000762939453, 22.950000762939453"
NHPC,20,40,2,0,2,-5508,-5.51,"19.600000381469727, 25.200000762939453","16.450000762939453, 24.700000762939453"
NIACL,10,30,1,0,1,-15762,-15.76,161.75,79.80000305175781
NIACL,10,35,1,0,1,-15059,-15.06,161.8000030517578,79.80000305175781
NIACL,10,40,1,0,1,-9614,-9.61,152.35000610351562,101.3499984741211
NIACL,15,30,1,0,1,-14009,-14.01,163.1999969482422,85.8499984741211
NIACL,15,35,1,0,1,-10050,-10.05,144.75,97.19999694824219
NIACL,15,40,1,0,1,-10036,-10.04,143.9499969482422,97.19999694824219
NIACL,20,30,1,0,1,-5289,-5.29,144.75,118.80000305175781
NIACL,20,35,1,0,1,-5252,-5.25,143.9499969482422,118.80000305175781
NIACL,20,40,1,1,0,2226,2.23,118.1500015258789,125.75
NIITLTD,10,30,4,2,2,102889,102.89,"64.75, 43.04999923706055, 105.94999694824219, 94.5","55.25, 83.1500015258789, 85.25, 360.8500061035156"
NIITLTD,10,35,4,1,3,7555,7.55,"54.25, 49.849998474121094, 91.69999694824219, 96.75","44.0, 80.25, 85.25, 84.69999694824219"
NIITLTD,10,40,2,1,1,15356,15.36,"49.849998474121094, 91.69999694824219","80.25, 80.8499984741211"
NIITLTD,15,30,3,2,1,14168,14.17,"66.80000305175781, 51.150001525878906, 82.19999694824219","46.54999923706055, 90.5, 82.8499984741211"
NIITLTD,15,35,3,1,2,19151,19.15,"54.599998474121094, 46.5, 99.3499984741211","44.150001525878906, 90.5, 80.8499984741211"
NIITLTD,15,40,3,2,1,26946,26.95,"46.54999923706055, 52.349998474121094, 93.75","36.650001525878906, 91.69999694824219, 122.5999984741211"
NIITLTD,20,30,3,2,1,21302,21.3,"65.75, 52.349998474121094, 96.75","44.0, 91.69999694824219, 127.8499984741211"
NIITLTD,20,35,3,1,2,22471,22.47,"54.599998474121094, 44.25, 118.80000305175781","36.650001525878906, 93.75, 114.0"
NIITLTD,20,40,3,1,2,31884,31.88,"55.400001525878906, 45.150001525878906, 118.80000305175781","54.5, 98.19999694824219, 114.55000305175781"
